,Text,Article_Id
47,india russia energi talk india russia work togeth seri energi deal  part pact could see india invest  20bn oil ga project  agenda oil ga extract well transport deal  led russian energi giant gazprom india ongc  indian firm also expect hold talk tuesday buy stake asset own yuko  report keen buy 15  stake oil unit yuganskneftega  former yuko subsidiari controversi sold last year eventu acquir stateown energi giant rosneft  russian media report india russia sign memorandum understand energi cooper tuesday meet oil natur ga corpor chairman subir raha  gazprom chairman aleksey miller india petroleum minist mani shankar aiyar  agreement like see two compani develop refin facil russia  india elsewher organis deliveri oil  ga petrochem russia india countri across asia  ongc could invest ga oil field sakhalin  far east russia  may also take part joint tender bid project eastern siberia caspian sea  india urgent search fresh energi suppli  particularli liquefi natur ga  domest demand grow 5  year  ongc mr raha said two could work togeth joint bid next year   current oil ga price  cash flow situat good   told reuter   say  gazprom huge amount ga money   invest may go  20bn period five year   russian news agenc report india petroleum minist mr aiyar russian energi minist viktor khristenko would discuss futur yugansk meet tuesday  ongc mr raha declin drawn firm report interest compani  howev  stress ongc interest loanforoil deal  connect yugansk  similar conclud recent rosneft china nation petroleum corpor   china problem immedi demand need oil coastal refineri   would like longterm secur equiti particip   thought decis yugansk delay us court decid whether grant yuko bankruptci protect  yuko su host compani involv sale yugansk  auction pay huge backtax bill  also threaten legal action busi futur commerci deal former subsidiari ,181
48,foster buy stake winemak australian brewer foster bought larg stake australian winemak southcorp  spark rumour possibl takeov  foster bought 188  southcorp  global winemak behind penfold  lindeman rosemount brand  417 australian dollar per share  bid price would valu compani  31bn   24bn  £125bn   foster said current discuss  may lead major corpor announc   separ statement  southcorp confirm brewer ask talk  firm ask sydney stock market suspend trade share monday  southcorp share suspend  425  foster bought 188  stake relin invest  famili invest firm oatley  found rosemount estat label sold southcorp 2001 robert oatley son sandi oatley resign southcorp board follow share deal  southcorp employ 2700 peopl largest singl investor rural australia  accord websit  prospect foster launch major acquisit startl investor  brewer said last summer look expand big buy near futur  cash avail  get  846m sell properti busi lensworth  wide expect return cash sharehold   peopl scratch head one  foster done backflip   said shawn burn  fund manger deutsch asset manag  southcorp share risen recent month specul could becom takeov target  spent two year red  return profit 2004 consolid wine industri driven constel  world biggest winemak  seiz top spot bought australian firm brl hardi  1bn 2003 sinc  paid  1bn us wine maker robert mondavi  bought last month  foster  main wine busi bering blass wine estat  best known brand foster lager  though make clutch beer brand  spirit  analyst divid thursday whether foster like go takeov mere want take big enough chunk southcorp prevent fall rival   current  think strateg posit sensibl rather outright takeov   said one analyst quot agenc franc press news agenc  howev  matt william  fund manag perpetu truste said take stake  definit precursor takeov  ,435
49,industri reviv hope japan japanes industri grow faster expect  boost hope countri retreat back recess  industri output rose 21   adjust time year  januari month earlier  time  retail sale pick faster time sinc 1997 news sent tokyo share eightmonth high  investor hope recoveri three quarter contract seen april 2004  nikkei 225 index end day 07  1174060 point  yen strengthen 07  dollar 10453 yen  weaker export  normal engin japan economi face weak domest demand  help trigger 01  contract final three month last year two previou quarter shrink gdp  except strong perform earli month 2004 kept year whole show declin  output figur brought cautious optimist respons econom offici   overal see low risk economi fall seriou recess   said bank japan chief toshihiko fukui  despit warn indic  growth number  worri  within overal industri output figur  sign pullback export slowdown  among bestperform sector key oversea sale area car  chemic electron good  us growth better expect pictur export earli 2005 could also one sustain demand  electron also one key improv domest market  product flatscreen tv high demand januari ,156
50,euronext pois make lse bid  paneuropean group euronext pois launch bid london stock exchang  uk media report say  last week  lse reject takeov propos german rival deutsch boers  530 penceashar offer valu exchang £135bn  lse  saw share rise 25   said bid undervalu busi  euronext  form brussel  pari amsterdam exchang merg  reportedli work three invest bank possibl offer  lse  europ biggest stock market  key prize  list stock total capitalis £14 trillion  euronext alreadi presenc london due 2001 acquisit londonbas option futur exchang liff  trade lse clear via clearnet  euronext quarter stake  euronext  also oper exchang lisbon  last week appoint ub abn amro addit advisor  also work morgan stanley  despit reject deutsch boers bid last week  werner seifert  chief execut frankfurtbas exchang  may well come back improv offer  long want link london  two tri fail seal merger 2000 respond lse rebuff  deutsch boers  whose market capitalis £3bn  said believ could show propos offer benefit  still hope make cash bid  last week lse said bid undervalu   advis assur transact could success implement   howev  indic open talk  meanwhil  german magazin der spiegel said part mr seifert negoti lse base futur board merg exchang  mr seifert suggest merg compani would run london  mayor frankfurt rais concern move could cost german job  mani analyst believ german boers financi firepow euronext came bid war ,316
51,rich grab half colombia poor fund half money put asid colombian govern help countri poor benefit peopl need  studi found  total 242 trillion peso   102bn  £55bn  earmark subsidi poor  govern depart plan said  also found 121 trillion peso go richest part popul  rather need  sound distribut cash could cut poverti level 36  53   govern believ   resourc enough reduc poverti need tax reform better distribut   deputi plan director jose leibovich said  colombia popul 44 million half live poverti line  howev  larg properti pay less tax situat insid poor area  benefit cheaper util electr water  govern research found  govern expenditur area pension  public servic  educ  properti health revis  mr leibovich said  ad govern examin report  warn would easi solut problem  good distribut subsidi econom growth 2   2019 poverti could fall low 153   said ,33
52,winter freez keep oil  50 oil price carri rise wednesday cold weather side north atlant push us crude price fourmonth high  freez temperatur heavi snowfal took crude oil price past  50 barrel tuesday first time sinc novemb  declin dollar also contribut rise oil price  us crude trade  5139 0710 gmt asian electron trade wednesday  barrel us crude oil close  280  5115 new york tuesday  opec member said tuesday  given high price  cartel saw reason cut output  although last year peak  5567 barrel  reach octob  price well 2004 averag  4148  brent crude also rose london trade  ad  189  4862 close  much western europ north east america shiver unseason low temperatur recent day  declin us dollar fiveweek low euro also serv inflat price   primari factor weak dollar   said victor shum  singaporebas analyst purvin gertz  expect rebound dollar would halt oil price rise immedi born wednesday morn  oil price carri upward dollar strengthen euro  pound yen  sever opec member said tuesday cut product unlik  cite rise price strong demand oil asia   agre need cut suppli price much   fathi bin shatwan  libya oil minist  told reuter   think need cut unless price fall  35 barrel   ad ,138
53,china shanda buy stake sina chines onlin game oper shanda interact entertain bought 20  stake sina  countri biggest internet portal firm  move may precursor full takeov  analyst say betterknown intern firm may also show interest sina  shanda said may boost stake sina  even buy outright  merger would creat firm offer onlin roleplay game  news  entertain wireless messag  sina said purchas stake shanda would impact busi  board director said statement would  continu act best interest compani stakehold  includ sharehold  employe custom   compani list new york stock exchang  nyse  technologydomin nasdaq index  file us secur exchang commiss  sina said share purchas 12 januari 10 februari  230m  rumour possibl takeov boost sina share 10  friday  ad extra 64   2724 electron trade trade session finish  may gain amid bid specul trade resum new york tuesday monday public holiday  analyst forecast   could still potenti parti could still counter bid   said wallac cheung  analyst db vicker   even though shanda 20  sina  still quit long way take full control   howev  mr cheung note foreign compani tri take control chines internet portal firm  abil filter pass news  may view favour beij ,208
54,krispi kreme share hit share krispi kreme doughnut taken dunk wall street firm reveal would restat 2004 financi report  compani warn move would cut profit  38m  49m  £2m £26m   66  86   krispi kreme said account error forc move  ad board director made decis restat account 28 decemb  howev  compani unavail comment delay news  also warn might restat result 2004 2005 share krispi kreme sank 1487    183  close  1048 news  revel come month firm warn earn would cut much 76  result account error  krispi kreme said latest adjust involv way account repurchas three franchis restaur  ad would review account leas  blow  firm said advis franchis owner complianc loan agreement  warn might need borrow extra money requir honour agreement franchise debt oper leas  krispi kreme ad enough cash fund current oper  could borrow exist agreement   mani question answer  especi given increas concern regard compani liquid   jp morgan secur analyst john ivanko said research note firm  announc latest blow onetim darl wall street  lost 80  stock valu year  firm current face secur exchang commiss investig account  sharehold also launch lawsuit group  claim made fals statement inflat sale ,386
55,french suitor hold lse meet european stock market euronext met london stock exchang  lse  amid specul may readi launch cash bid  euronext chief jeanfrancoi theodor held talk lse boss clara furs day rival deutsch boers put forward bid case  german exchang said held  construct  profession friendli  talk lse  euronext declin comment talk end friday  specul mount german may rais bid £15bn  deutsch boers previous offer £13bn  reject lse  euronext rumour facil place fund £14bn cash bid  far  howev  neither tabl formal bid  deal either bidder would creat biggest stock market oper europ second biggest world new york stock exchang  specul euronext would use friday meet opportun take advantag grow disquiet deutsch boers plan domin london market  union deutsch boers staff frankfurt reportedli express fear 300 job would move london takeov success   work council express concern equiti deriv trade could manag london futur   reuter news agenc report union sourc say  german politician also said angri market oper promis move headquart london bid success  meanwhil  lse sharehold fear deutsch boers control clearstream unit  clear hous process secur transact  would creat monopoli situat  would weaken posit sharehold negoti lower transact fee share deal  lse euronext control clear settlement oper  situat critic say transpar competit  german group ownership clearstream seen main stumbl block londonfrankfurt merger  comment believ deutsch boers  formal ask german author approv plan buy lse  may offer sell clearstream gain sharehold approv  euronext  far  given littl away sweeten offer lse  europ biggest equiti market  deal ,264
56,brazil buy boost belgium inbev belgian brew giant inbev seen profit soar thank acquisit brazil biggest beer firm ambev last year  inbev  make stella artoi  said pretax profit 2004 rose 56  116bn euro   15bn  £800m   said expect solid growth 2005 perform come sale 21  86bn euro  firm  formerli interbrew  becam world biggest brewer volum bought ambev august 2004 acquisit meant sale volum grew 57  2004  four month ambev sale account almost increas  us beermak anheuserbusch sell less beer volum inbev bigger term valu sale  continu demand inbev product south american market brazilian arm popular mean expect keep boost turnov   brazil busi   said ing analyst gerard rijk inbev strong perform  ambev boost share brazil beer market 62  end 2003 68  decemb 2004  inbev report  contrast  inbev european busi saw volum sale fall 25   although central eastern european sale rose 12   overal  net profit 42  719m euro ,132
57,uk coal plung deeper loss share uk coal fallen mine group report loss deepen £516m 2004 £12m  uk biggest coal produc blame geolog problem  industri action  oper flaw  deep mine worsen fortun  south yorkshir compani  led new chief execut gerri spindler  said hope return profit 2006 earli trade thursday  share 10  119 penc  uk coal said make  signific progress  shake busi  introduc new wage structur  new daili mainten regim machineri mine method continu mine advers condit  compani said action  significantli uplift earn   expect 2005  transit year  return profit 2006 recent rise coal price fail benefit compani output alreadi sold  said  total product cost £130 per gigajoul  uk coal said  averag sell price £118 per gigajoul   long journey ahead fix issu  continu make progress great stride alreadi made   said mr spindler  uk coal oper 15 deep surfac mine across nottinghamshir  derbyshir  leicestershir  yorkshir  west midland  northumberland durham ,42
58,franc telecom get orang boost strong growth subscript mobil phone network orang help boost profit owner franc telecom  orang ad five million new custom 2004  lead 10  increas revenu  increas takeup broadband telecom servic also boost franc telecom profit  show 55  rise 183bn euro   234bn  £125bn   franc telecom spend 578m euro buy minor sharehold data servic provid equant  franc telecom  one world largest telecom internet servic provid  saw fullyear sale rise 22  472bn euro 2004 orang enjoy strong growth outsid franc unit kingdom  core market  swell subscrib base 54 million  franc telecom broadband custom also increas  rise 51 million across europ end year  firm said met main strateg object grow individu busi reduc larg debt  illfat expans drive late 1990 saw franc telecom debt soar 72bn euro 2002 howev  reduc 439bn euro   result 2004 allow us improv financi structur focus innov drive strategi   said chief execut thierri breton  look ahead  compani forecast likeforlik sale growth 3  5  next three year  franc telecom consolid interest equant  provid telecom data servic busi  subject approv sharehold two firm  buy share equant alreadi  franc telecom said would fund deal sell 8  stake telephon directori compani pagesjaun ,112
59,delta cut fare surviv plan delta air line cut domest fare much 50  part plan ensur financi surviv  us carrier  includ unit  sought bankruptci protect  amid high fuel cost competit discount carrier  delta restructur bid fight insolv  latest move boost busi prompt specul firm forc match fare  hurt revenu sector  delta new simplifar triall august last year ticket cincinnati  secondlargest hub  airlin say oneway economi fare price higher  499  £264   firstclass fare price higher  599  also elimin saturdaynight stay requir discount fare give reduct custom opt nonrefund ticket  book advanc onlin  delta  lost  646m three month septemb  forc cut 6900 job worldwid part aim slash  5bn cost  octob  reach crucial agreement pilot pay condit also issu new share staff return wage cut  airlin share close lower announc  delta  continent american airlin fall 7    believ whole airlin industri move direct  like hurt revenu short run could benefici long run   said analyst ray neidl calyon secur ,395
60,indonesian face fuel price rise indonesia govern confirm consid rais fuel price much 30   million indonesian use kerosen basic cook  price heavili subsidis year  presid susilo bambang yudhoyono govern said want curb fuel subsidi direct money aid programm poor  critic argu cut subsidi hurt poorer famili govern say want help  million peopl left homeless indonesia aceh region follow earthquak tsunami disast late decemb  indonesia pay subsidi import order stabilis domest fuel price  higher oil price forc govern spend hold price  spent 592 trillion rupiah   658bn  £35bn  fuel subsidi 2004  sum far excess origin project 145 trillion rupiah  sinc presid yudhoyono govern came power octob  indic intent rais domest fuel price cut subsidi    januari march  quarter year best time us increas fuel price   said sri mulyani indrawati  state minist nation develop plan   still consid 30  hike suitabl moment  sooner better state budget   bbc correspond jakarta  rachel harvey  told world busi report like strong public reaction price rise   big question whether go one big  short  sharp shock rais price 20  30  whether tri stagger   said  indonesia previou govern  led presid megawati sukarnoputri  also attempt cut subsidi 2003  forc back face public protest ,12
61,qwest may spark mci bid war us phone compani qwest said tabl new offer mci lose larger rival verizon  set scene possibl bid war  mci accept  675bn  £36bn  buyout telecom giant verizon monday  reject higher offer qwest  qwest chairman richard notebaert sent letter mci board thursday say plan submit new offer examin verizon bid  formerli known worldcom  mci longdist corpor phone firm  snap mci would give buyer access global telecommun network larg number businessbas subscrib  share mci 4  electron trade close new york market  qwest said wednesday mci reject deal worth  8bn   would like advis complet review verizon merger agreement  intend submit modifi offer acquir mci   letter qwest said  verizon offer made cash  share dividend  number investor said undervalu mci  verizon plan swap 041 share  150 cash mci share  well offer special dividend  450 share  compani board back deal  regul still need give approv  well tri lure investor promis better return  qwest also reckon offer face less regulatori scrutini verizon  takeov would fifth billiondollar telecom deal sinc octob compani look cut cost boost client base  earlier month  sbc commun agre buy former parent phone trailblaz   16bn  may concern cash  howev  especi mci emerg bankruptci protect last april  verizon far bigger qwest  fewer debt built success mobil divis  also  mci  trade name worldcom  becam biggest corpor bankruptci us histori admit illeg book expens inflat profit  former worldcom boss berni ebber current stand trial  accus overse  11bn fraud  qwest  meanwhil  pay secur exchang commiss  250m octob settl charg massag earn keep wall street happi ,188
62,fiat chief take steer wheel chief execut fiat conglomer taken daytoday control struggl car busi effort turn around  sergio marchionn replac herbert demel chief execut fiat auto  mr demel leav compani  mr marchionn becom fourth head busi  expect make 800m euro   1bn  loss 2004  mani year  fiat underperform market europ last year  see flat sale  car busi made oper loss five last six year forc push back breakeven target 2005 2006 manag chang part wider shakeup busi follow fiat resolut disput gener motor  part major restructur  fiat integr maserati car compani  current own ferrari  within oper  ferrari  fiat own major stake  could separ float stock market either 2006 2007 mr marchionn  join compani last year  said fiat auto  princip focu  attent   made decis take post chief execut auto unit speed compani recoveri   said   profound cultur transform underway follow manag reorganis deliv agil effici structur   ad  although mr marchionn background car industri  play increas role group activ  last year  said seri new model  launch part group recoveri plan  boost revenu much hope  car busi  best known alfa romeo marqu  expect make loss 800m euro 2004 sale expect fall 2005  fiat said week  exit unprofit area rental car market  mr demel  car industri veteran  took helm novemb 2003 recruit former fiat chief execut giusepp morchio  mr morchio made bid last year becom chairman death presid umberto agnelli  howev  reject found agnelli famili mr morchio subsequ resign  earlier week  fiat reach agreement gm dissolv allianc could oblig gm buy italian firm outright  gm pay fiat  2bn part settlement ,189
63,india open sky competit india allow domest commerci airlin fli long haul intern rout  move hope stoke competit drive price  howev  state control carrier abl fli lucr gulf rout  countri kuwait saudi arabia  least three year  jet airway air sahara two compani benefit initi  india look develop airlin industri boom econom growth drive demand travel  monica chadha  bbc delhi report  said air travel india increas almost 20  previou year expect rise even  infrastructur develop lag demand  howev  improv   intern airport countri shabbi illequip handl heavi air traffic   ms chada said  ad civil aviat minist promis modernis privatis airport littl progress made  step take move thing forward govern recent chang legisl limit foreign invest domest airlin  rais maximum stake hold allow 49  40   local press  meanwhil  report us india start negoti ad rout januari  jet airway india premier privat domest carrier  air sahara rank third categori ,380
64,fanni mae restat book  us mortgag compani fanni mae restat earn  move like put billiondollar dent account  watchdog said  secur  exchang commiss accus fanni mae use techniqu  compli materi respect  account standard  fanni mae last month warn record incorrect  main us mortgag firm freddi mac restat earn  5bn  £26bn  last year probe book  sec comment like increas pressur congress strengthen supervis fanni mae freddi mac  two firm key part us financi system effect underwrit mortgag market  financ nearli half american hous purchas deal activ bond financi instrument  investig freddi mac june 2003 spark concern wider health industri rais questionsmark role offic feder hous enterpris oversight  ofheo   industri main regul  prick action  ofheo turn attent fanni may septemb year said firm tweak book spread earn smoothli across quarter play amount risk taken  sec found similar problem  watchdog chief account donald nicolaisen said  fanni mae methodolog assess  measur document hedg ineffect inadequ support  gener accept account principl ,298
65,asia quak increas poverti risk nearli two million peopl across asia could thrown poverti indian ocean tsunami  asian develop bank  adb  said  first overview disast  adb said impact econom growth would slight major citi factori escap damag  blow mani lowincom peopl could  enorm   pari club rich creditor nation wednesday offer freez debt owe tsunamihit countri  move aim help south asian govern find budget rebuild devast coastal area  though far sri lanka  indonesia seychel indic take  countri believ economi strong enough cope wish avoid view credit risk   poverti potenti import impact natur disast   said adb chief economist ifzal ali  donor nation promis give  717m  £379m  disast relief next six month  accord unit nation  mr ali ad voic warn aid pledg must promptli deliv  say number peopl risk poverti hing  concern sanit health condit  basic need   properli quickli address   19 billion peopl asia live less  2 day  adb fear 1 million indonesian could join  india half million peopl  645000  risk fall poverti  quarter million sri lankan 23500 peopl maldiv also face poverti  maldiv  43  popul alreadi live less  2 day  could rise half  sri lanka maldiv two countri adb fear risk suffer last econom damag tsunami  sri lanka govern estim reconstruct cost nearli  3bn  govern task forc held meet discuss emerg rebuild plan adb  world bank japanes aid agenc wednesday  promis publish plan within 10 day  indonesia  malaysia  thailand india enjoy strong econom growth recent year  cushion reconstruct cost  although indonesia northern provinc aceh suffer worst death toll  region oil natur ga product facil  surviv intact   report said  howev  remain soon ass damag poor peopl livelihood aceh would depend much farm land flood seawat   profoundli tragic event region million suffer  economi affect countri except sri lanka maldiv emerg minim damag   adb report said  busi may even gain reconstruct effort  therebi creat job  meet thailand  abd presid thadao chino said confid countri  capabl restor normalci affect area meet rehabilit requir   thailand said wish opt debt repay freez  india also reject intern aid  say cope resourc  debt repay holiday carri risk credit rate downgrad  make expens borrow money futur  indonesia  howev  press greater help debt current freez would bring  one world indebt countri ,434
66,gold fall imf sale concern price gold fallen intern monetari fund  imf  said look way use gold reserv provid debt relief  revalu hold  imf may abl sell billion dollar gold use cash cancel debt owe world poorest nation  plan put forward g7 financ minist weekend  price gold fell  41350 ounc asia  rebound slightli earli european trade  imf boss rodrigo rato ask g7 minist carri studi feasibl revalu sell gold reserv  expect present conclus imf meet washington april   whatev happen market go disconcert back foot april imf meet   said john read  analyst ub  imf valu gold reserv  40  50 ounc  price fix 1970 tenth metal current market valu  imf 3217 tonn gold  1135m ounc  bring book price gold line market valu would boost imf balanc sheet  give money distribut  idea put forward  seem commit polit drive address issu global poverti   first time mention use gold g7 communiqu   233  achiev debt relief   said uk chancellor exchequ gordon brown  meet london  g7 financ minist back plan write 100  debt owe world poorest countri  mr brown said meet would rememb  100  debt relief summit   debt relief seem jump top global agenda  everyon convinc sell imf gold best way forward  us  veto plan sell imf gold choos  said look way solv problem   us convinc necessari way   said treasuri secretari john taylor  canada  key gold produc  also express reserv ,210
67,worldcom boss left book alon  former worldcom boss berni ebber  accus overse  11bn  £58bn  fraud  never made account decis  wit told juror  david myer made comment question defenc lawyer argu mr ebber respons worldcom problem  phone compani collaps 2002 prosecutor claim loss hidden protect firm share  mr myer alreadi plead guilti fraud assist prosecutor  monday  defenc lawyer reid weingarten tri distanc client alleg  cross examin  ask mr myer ever knew mr ebber  make account decis     awar   mr myer repli   ever know mr ebber make account entri worldcom book   mr weingarten press     repli wit  mr myer admit order fals account entri request former worldcom chief financi offic scott sullivan  defenc lawyer tri paint mr sullivan  admit fraud testifi later trial  mastermind behind worldcom account hous card  mr ebber  team  meanwhil  look portray affabl boss  admiss pe graduat economist  whatev abil  mr ebber transform worldcom rel unknown  160bn telecom giant investor darl late 1990  worldcom problem mount  howev  competit increas telecom boom peter  firm final collaps  sharehold lost  180bn 20000 worker lost job  mr ebber  trial expect last two month found guilti former ceo face substanti jail sentenc  firmli declar innoc ,87
68,insur boss plead guilti anoth three us insur execut plead guilti fraud charg stem ongo investig industri malpractic  two execut american intern group  aig  one marsh  mclennan latest  investig new york attorney gener eliot spitzer obtain nine guilti plea  highest rank execut plead guilti tuesday former marsh senior vice presid joshua bewlay  admit one feloni count scheme defraud face four year prison  marsh spokeswoman said mr bewlay longer compani  mr spitzer investig us insur industri look whether compani rig bid fix price  last month marsh agre pay  850m  £415m  settl lawsuit file mr spitzer  settlement  neither admit deni alleg  ,60
69,jarvi sell tube stake spain share engin group jarvi soar 16  news offload stake london underground consortium tube line  sale 33  stake spain ferrovi £146m   281m  lifelin jarvi  weigh debt £230m  compani recent warn could go secur refinanc deal midjanuari 2005 bank agre extend credit facil march 2006 compani also said agre term complet 14 biggest construct project govern privat financ initi  pfi   jarvi want scale back divis  prove costli blame mani problem  instead  plan focu uk rail renew  road plant hire work  madridbas ferrovi alreadi hold 33  stake tube line  maintain jubile  northern piccadilli line  spanish group keen snap uk infrastructur asset  bought amey 2003 jarvi said sale  rake £100m analyst expect  would  substanti  enhanc financi posit   confid move forward 2005 toward rebuild jarvi return growth profit busi   said chief execut alan lovel  share jarvi 16  18 penc close trade friday ,341
70,axa sun life cut bonu payment life insur axa sun life lower annual bonu payout 50000 withprofit investor  regular annual bonu rate former axa equiti  law withprofit polici cut 2  1  2004 axa blame poor stock market perform cut  ad recent gain yet offset market fall seen 2001 2002 cut hit estim 3  axa policyhold  rest know fate march  cut axa polici mean policyhold invest £50 month endow polici past 25 year would see final matur payout £46998  equat annual invest growth rate 8  axa said  withprofit polici design smooth peak trough stock market volatil  howev  heavi stock market fall throughout 2001 2002 forc firm trim bonu rate polici   stock market grown past 18 month  howev enough undo damag occur 2001 2002   axa spokesman mark hamilton  axa spokesman  told bbc news  axa cut payout investor last januari ,281
71,golden econom period  end ten year  golden  econom perform may come end 2005 growth slow markedli  citi consult deloitt warn  uk economi could suffer backlash slowdown hous market  trigger fall consum spend rise unemploy  deloitt forecast econom growth 2  year  chancellor gordon brown forecast 3  35   also believ interest rate fall 4  end year  quarterli econom review  deloitt said uk economi enjoy  golden period  past decad unemploy fall near 30 year low inflat lowest sinc 1960  warn growth achiev expens creat major  imbal  economi  deloitt chief econom advisor roger bootl said   biggest hit set come hous market alreadi embark major slowdown   wherea main driver economi recent year robust household spend growth  like suffer hous market slowdown gather pace   econom growth like constrain next year increas pressur household budget rise tax  deloitt believ  gordon brown need rais  10bn year order sustain public financ short term  firm claim  result mark slowdown growth 2005 2006 compar last year  economi expand 325   howev  deloitt stress slowdown unlik major impact retail price expect bank england respond quickli sign economi falter  expect seri  aggress  interest rate cut next two year  cost borrow fall current 475  mark 35  end 2006   although 2005 may year thing go complet wrong  probabl mark start difficult period uk economi   mr bootl ,459
72,ukrain revisit state selloff ukrain prepar could wholesal review privatis thousand busi previou administr  new presid  viktor yushchenko  said  limit  list compani drawn  wednesday prime minist yulia tymoshenko said govern plan renationalis 3000 firm  govern say mani privatis firm sold alli last administr rockbottom price  90000 busi  massiv corpor tini shopfront  sold sinc 1992  command economi built ukrain part soviet union dismantl  ms tymoshenko said prosecutor drawn list 3000 busi review   return state illeg put privat hand   day earlier  mr yushchenko  keen reassur potenti investor  said 30 40 top firm would target  list  limit final  extend complet   said  openend list could damag outsid investor  fragil faith ukrain  said stuart hensel economist intellig unit  govern seem keen make review look like kind wholesal renationalis mani fear russia  mr hensel said  result  plan resel rather keep firm state hand   awar need scare investor  care intern divid within ukrain   said   nt want seen transfer asset one set oligarch new set   foreign invest ukrain   40 head 2004  one lowest among exsoviet state  mr yushchenko becam presid two elect decemb  first annul amid alleg vote irregular massiv street protest  oppon  viktor yanukovich  still huge support countri eastern industri heartland  mr yushchenko administr accus predecessor  led expresid leonid kuchma  corrupt  privatis review number one target steel mill sold consortium includ viktor pinchuk  mr kuchma soninlaw   800m  £424m  despit higher bid sever foreign group  mill  krivorizhst  one world profit   say krivorizhst stolen  cost return state   mr yushchenko told investor  confer kiev  one jilt bidder  netherlandsbas group lnm  said welcom possibl mill might back market   origin privatis annul new tender issu  would look great interest   spokesman told bbc news  resal krivorizhst could potenti tripl price  accord economist intellig unit mr hensel  warn govern could decid take easi rout revalu compani charg exist owner revis price rather undertak fresh sale   way  mr yushchenko go public say forc oligarch play rule   told bbc news ,136
73,call save manufactur job trade union congress  tuc  call govern stem job loss manufactur firm review help give compani  tuc said submiss budget action need 105000 job lost sector last year  call better pension  child care provis decent wage  36page submiss also urg govern examin support european countri provid industri  tuc gener secretari brendan barber call  commit polici make real differ live work peopl    greater invest childcar strategi peopl deliv childcar increas option avail work parent   said   commit public servic manufactur sector ensur continu compet global level deliv frontlin servic countri need   also call  practic measur  help pension  especi women said  like retir poverti   submiss also call decent wage train peopl work manufactur sector ,227
74,man utd open book glazer manchest unit board agre give us tycoon malcolm glazer access book  earlier month  mr glazer present board detail propos offer buy footbal club  statement  club said would allow mr glazer  limit due dilig  give opportun take propos formal bid  said continu oppos mr glazer plan  call assumpt  aggress  plan  damag   mani manchest unit support share club  fanbas group sharehold unit strongli oppos takeov mr glazer  300 fan protest outsid old trafford ground two day ago  rival local club manchest citi plead visit fan protest insid ground two team play televis match sunday  manchest unit respons come littl surpris  board made clear   board respons consid bona fide offer propos   club said statement  becom firm offer  price  board like regard fair  term  may deliver   also stress stay oppos mr glazer propos   board continu believ mr glazer busi plan assumpt aggress   statement said   direct indirect financi strain busi could damag   whether bid attract monetari term  case manchest unit mani investor hold stock sentiment rather financi reason  present  mr glazer famili hold 281  stake  make manchest unit second biggest sharehold  success tampa bay buccan american footbal team base florida  famili make formal offer  need support club biggest sharehold  irish hors race millionair jp mcmanu john magnier 29  unit invest vehicl cubic express  yet express view bid approach  group five mp call depart trade industri block takeov club us footbal magnat public interest ground  sign hous common motion  toni lloyd  manchest central mp  whose constitu includ club old trafford ground  pledg take matter  toni blair necessari   common motion say  takeov design transform club privat compani would interest support footbal   howev  dti dismiss propos  spokesman said depart believ case chang enterpris act takeov footbal club could look noncompetit ground  mr glazer offer valu club £800m   15bn   pitch 300p per share  also reli less debt financ earlier approach us tycoon  reject hand  manchest unit share close 27025p friday  375p day ,224
75,sluggish economi hit german job number peopl work europ largest economi risen tenth straight month growth remain stubbornli slow  german unemploy rose 7000 novemb 4464 million peopl  108  workforc  season adjust rise show smaller rise expect  govern measur encourag job creation began take effect  offici said stagnant growth still stifl job market   clear sign reviv domest demand   said frankjuergen weis  head feder labour agenc  statement   growth 01   third quarter still insuffici deliv posit momentum labour market   high oil price soar euro  damag competit export  also neg effect  said  brunt unemploy still felt eastern part germani  rate 188   unemploy stuck 4 million year  govern chancellor gerhard schroeder put job creation top agenda  controversi packag measur shake incent get back work  paid cut cherish benefit  spark anger among german worker  strike number industri  notabl among countri icon carmak  demonstr displeasur  well fear job loss outsourc take hold  among new initi socal  oneeuro job  top unemploy benefit  scheme formal launch januari  hire posit alreadi take place affect unemploy statist  economist said   deterior labour market come surpris   said isabel kronawitt hypovereinsbank   job creation measur probabl prevent stronger increas season adjust number  ,22
